-0.300000 0.000000
-0.294000 0.000000
-0.288000 0.000000
-0.282000 0.000000
-0.276000 1.000000
-0.270000 0.000000
-0.264000 0.000000
-0.258000 0.000000
-0.252000 0.000000
-0.246000 0.000000
-0.240000 1.000000
-0.234000 0.000000
-0.228000 1.000000
-0.222000 0.000000
-0.216000 0.000000
-0.210000 1.000000
-0.204000 1.000000
-0.198000 1.000000
-0.192000 1.000000
-0.186000 1.000000
-0.180000 1.000000
-0.174000 1.000000
-0.168000 2.000000
-0.162000 1.000000
-0.156000 2.000000
-0.150000 8.000000
-0.144000 4.000000
-0.138000 3.000000
-0.132000 5.000000
-0.126000 5.000000
-0.120000 7.000000
-0.114000 9.000000
-0.108000 14.000000
-0.102000 17.000000
-0.096000 14.000000
-0.090000 30.000000
-0.084000 29.000000
-0.078000 57.000000
-0.072000 68.000000
-0.066000 112.000000
-0.060000 179.000000
-0.054000 334.000000
-0.048000 627.000000
-0.042000 1204.000000
-0.036000 2684.000000
-0.030000 6063.000000
-0.024000 15593.000000
-0.018000 68121.000000
-0.012000 313562.000000
-0.006000 1184831.000000
0.000000 1957815.000000
0.006000 1302594.000000
0.012000 672052.000000
0.018000 345369.000000
0.024000 188278.000000
0.030000 109797.000000
0.036000 70777.000000
0.042000 51660.000000
0.048000 42053.000000
0.054000 36275.000000
0.060000 32002.000000
0.066000 28903.000000
0.072000 26138.000000
0.078000 23952.000000
0.084000 21941.000000
0.090000 20381.000000
0.096000 18571.000000
0.102000 17221.000000
0.108000 16065.000000
0.114000 14875.000000
0.120000 13855.000000
0.126000 13069.000000
0.132000 12237.000000
0.138000 11521.000000
0.144000 10776.000000
0.150000 10008.000000
0.156000 9458.000000
0.162000 8992.000000
0.168000 8341.000000
0.174000 7961.000000
0.180000 7379.000000
0.186000 7037.000000
0.192000 6744.000000
0.198000 6433.000000
0.204000 6065.000000
0.210000 5825.000000
0.216000 5474.000000
0.222000 5141.000000
0.228000 4970.000000
0.234000 4662.000000
0.240000 4430.000000
0.246000 4278.000000
0.252000 3997.000000
0.258000 3837.000000
0.264000 3679.000000
0.270000 3525.000000
0.276000 3401.000000
0.282000 3173.000000
0.288000 3082.000000
0.294000 3006.000000
